Date (DD/MM/YYYY); Q (m3/s);  P (mm);  PET (mm)
01/01/2010; 91.835; 0; 4.363
02/01/2010; 73.765; 0; 3.879
03/01/2010; 50.46; 0; 3.717
04/01/2010; 42.256; 3.4; 3.826
05/01/2010; 60.85; 20.5; 4.207
06/01/2010; 75.149; 0.7; 4.124
07/01/2010; 100.31; 32.5; 4.07
08/01/2010; 124.15; 0; 3.93
09/01/2010; 128.476; 0; 3.841
10/01/2010; 128.912; 0; 3.81
11/01/2010; 160.968; 1.6; 3.626
12/01/2010; 169.769; 0; 3.939
13/01/2010; 162.89; 1.2; 3.84
14/01/2010; 148.711; 0; 3.698
15/01/2010; 159.055; 0; 3.865
16/01/2010; 165.791; 0; 4.016
17/01/2010; 202.302; 26.8; 4.02
18/01/2010; 221.906; 0; 3.691
19/01/2010; 173.956; 8.8; 3.563
20/01/2010; 153.846; 38.1; 4.3
21/01/2010; 135.527; 0; 4.003
22/01/2010; 113.611; 2; 3.872
23/01/2010; 93.353; 0; 3.908
24/01/2010; 75.845; 0; 3.89
25/01/2010; 58.644; 0; 3.816
26/01/2010; 42.256; 0; 3.581
27/01/2010; 40.636; 4.2; 3.812
28/01/2010; 45.576; 20.7; 3.602
29/01/2010; 82.953; 2.4; 3.762
30/01/2010; 103.868; 3.7; 3.464
31/01/2010; 103.47; 7.1; 3.651
01/02/2010; 100.703; 0; 3.448
02/02/2010; 97.192; 0.2; 3.51
03/02/2010; 90.328; 0; 3.68
04/02/2010; 81.87; 0; 3.107
05/02/2010; 77.949; 11.6; 3.266
06/02/2010; 71.71; 0.6; 3.411
07/02/2010; 82.953; 0; 3.529
08/02/2010; 99.527; 32.8; 3.472
09/02/2010; 109.1; 0; 3.152
10/02/2010; 100.31; 0; 3.2
11/02/2010; 86.607; 0; 3.082
12/02/2010; 75.845; 0; 3.075
13/02/2010; 67.011; 0; 2.97
14/02/2010; 86.607; 0.2; 3.105
15/02/2010; 111.551; 23.2; 3.203
16/02/2010; 141.373; 11.3; 3.005
17/02/2010; 146.401; 5.4; 3.083
18/02/2010; 141.827; 0; 2.929
19/02/2010; 128.04; 0; 3.263
20/02/2010; 108.288; 0; 3.097
21/02/2010; 90.328; 0; 3.215
22/02/2010; 84.407; 16.9; 3.101
23/02/2010; 80.792; 2.6; 2.796
24/02/2010; 114.855; 6.1; 2.948
25/02/2010; 142.281; 0; 3.028
26/02/2010; 147.323; 0; 3.285
27/02/2010; 135.527; 0; 2.495
28/02/2010; 116.94; 0; 2.998
01/03/2010; 100.31; 0; 2.823
02/03/2010; 83.315; 0; 2.989
03/03/2010; 66.351; 0; 2.883
04/03/2010; 56.78; 0; 2.896
05/03/2010; 46.706; 0; 2.895
06/03/2010; 45.576; 0.2; 2.923
07/03/2010; 48.423; 0.4; 2.816
08/03/2010; 50.754; 1.8; 3.022
09/03/2010; 48.423; 3.9; 2.949
10/03/2010; 75.845; 17.4; 3.03
11/03/2010; 121.585; 2.9; 2.62
12/03/2010; 127.171; 1.2; 2.871
13/03/2010; 115.271; 0; 2.631
14/03/2010; 99.527; 1.8; 2.754
15/03/2010; 84.407; 0; 2.979
16/03/2010; 72.393; 0; 2.552
17/03/2010; 62.447; 0; 2.787
18/03/2010; 53.731; 0; 2.636
19/03/2010; 46.14; 0; 2.759
20/03/2010; 55.552; 36.8; 2.823
21/03/2010; 67.342; 0; 2.989
22/03/2010; 73.078; 12.1; 2.574
23/03/2010; 64.061; 0; 2.432
24/03/2010; 52.83; 0.1; 2.605
25/03/2010; 49.874; 1.2; 2.165
26/03/2010; 48.423; 0.4; 2.867
27/03/2010; 61.168; 0.1; 2.502
28/03/2010; 80.077; 3; 2.285
29/03/2010; 96.033; 19.7; 2.631
30/03/2010; 97.192; 0.1; 2.774
31/03/2010; 93.353; 0; 2.357
01/04/2010; 89.205; 0; 2.727
02/04/2010; 81.51; 0; 2.421
03/04/2010; 75.845; 0; 2.597
04/04/2010; 125.441; 2.4; 2.572
05/04/2010; 137.315; 1.6; 2.147
06/04/2010; 139.563; 0.8; 2.029
07/04/2010; 134.637; 0.8; 1.872
08/04/2010; 129.786; 1.3; 2.43
09/04/2010; 120.31; 0; 2.359
10/04/2010; 108.693; 0; 2.018
11/04/2010; 100.31; 0; 2.278
12/04/2010; 85.504; 0; 2.325
13/04/2010; 71.71; 0; 1.589
14/04/2010; 61.806; 0; 1.966
15/04/2010; 50.754; 0; 1.678
16/04/2010; 39.571; 0; 1.473
17/04/2010; 32.454; 0; 1.968
18/04/2010; 31.007; 0; 2.18
19/04/2010; 30.531; 0; 2.008
20/04/2010; 30.531; 5.5; 2.158
21/04/2010; 28.889; 4.1; 2.148
22/04/2010; 30.531; 0.9; 1.842
23/04/2010; 60.533; 23.2; 1.913
24/04/2010; 75.497; 1.6; 1.945
25/04/2010; 70.692; 3; 1.662
26/04/2010; 97.967; 17.7; 1.472
27/04/2010; 141.827; 8.7; 1.752
28/04/2010; 156.205; 0; 1.807
29/04/2010; 162.408; 0; 2.099
30/04/2010; 156.679; 0; 1.746
01/05/2010; 135.527; 0.2; 1.454
02/05/2010; 121.159; 0; 1.532
03/05/2010; 103.47; 0; 1.33
04/05/2010; 91.835; 9.2; 1.72
05/05/2010; 85.504; 4.8; 1.183
06/05/2010; 73.421; 0.1; 1.817
07/05/2010; 58.02; 0; 1.599
08/05/2010; 57.709; 0.6; 1.5
09/05/2010; 86.977; 13.9; 1.483
10/05/2010; 122.011; 1.6; 1.487
11/05/2010; 145.022; 14.8; 1.055
12/05/2010; 158.103; 8.2; 1.388
13/05/2010; 184.027; 9.4; 1.278
14/05/2010; 230.481; 0.1; 1.333
15/05/2010; 263.423; 0; 1.058
16/05/2010; 281.159; 0; 1.167
17/05/2010; 289.323; 0; 1.239
18/05/2010; 215.22; 3.6; 1.273
19/05/2010; 196.066; 24.2; 1.308
20/05/2010; 178.22; 0.3; 1.333
21/05/2010; 172.552; 3.8; 1.586
22/05/2010; 156.205; 0.6; 1.244
23/05/2010; 143.649; 0.4; 1.41
24/05/2010; 133.749; 0; 1.572
25/05/2010; 125.873; 15.3; 1.213
26/05/2010; 121.585; 0; 1.494
27/05/2010; 113.611; 0.4; 1.323
28/05/2010; 104.267; 4.8; 0.907
29/05/2010; 98.746; 0.2; 1.022
30/05/2010; 92.592; 0.3; 0.75
31/05/2010; 85.871; 3.1; 0.889
01/06/2010; 94.115; 0.1; 0.972
02/06/2010; 99.136; 0; 0.61
03/06/2010; 92.592; 0; 1.13
04/06/2010; 85.138; 0; 0.997
05/06/2010; 111.962; 13.4; 0.401
06/06/2010; 121.159; 0; 0.709
07/06/2010; 116.522; 0; 0.728
08/06/2010; 104.267; 0; 0.782
09/06/2010; 93.353; 0; 0.983
10/06/2010; 84.772; 0; 0.763
11/06/2010; 75.149; 3.2; 0.875
12/06/2010; 68.34; 0; 0.755
13/06/2010; 60.533; 1.1; 0.589
14/06/2010; 49.583; 0; 0.855
15/06/2010; 44.458; 0; 0.509
16/06/2010; 40.369; 0; 0.432
17/06/2010; 103.47; 64; 0.514
18/06/2010; 122.864; 0; 0.692
19/06/2010; 128.476; 19.9; 0.355
20/06/2010; 148.247; 10.4; 0.467
21/06/2010; 151.503; 0; 0.629
22/06/2010; 151.036; 0; 0.525
23/06/2010; 143.649; 0; 0.478
24/06/2010; 130.224; 0; 0.761
25/06/2010; 119.887; 4.9; 0.31
26/06/2010; 128.912; 79.6; 0.598
27/06/2010; 135.527; 6.3; 0.755
28/06/2010; 127.606; 1.1; 0.96
29/06/2010; 115.687; 0.6; 0.551
30/06/2010; 104.267; 0; 0.484
01/07/2010; 93.353; 0; 0.7
02/07/2010; 82.953; 0; 0.313
03/07/2010; 74.456; 0; 0.495
04/07/2010; 66.351; 0; 0.684
05/07/2010; 57.399; 0; 0.606
06/07/2010; 51.343; 0; 0.763
07/07/2010; 45.295; 0; 0.832
08/07/2010; 37.996; 0; 1.098
09/07/2010; 36.961; 14.9; 1.053
10/07/2010; 50.46; 5; 0.568
11/07/2010; 81.151; 0; 0.741
12/07/2010; 108.288; 28; 0.638
13/07/2010; 136.867; 13.3; 0.987
14/07/2010; 145.022; 0; 0.909
15/07/2010; 141.827; 0; 0.672
16/07/2010; 135.527; 0; 0.738
17/07/2010; 127.606; 3.8; 1.074
18/07/2010; 123.292; 15.3; 0.731
19/07/2010; 137.315; 20; 0.987
20/07/2010; 155.732; 20.4; 1.079
21/07/2010; 188.475; 0.9; 0.886
22/07/2010; 244.715; 39; 1.044
23/07/2010; 299.776; 0; 0.941
24/07/2010; 337.447; 0; 1.097
25/07/2010; 351.555; 4.2; 0.737
26/07/2010; 330.555; 5.4; 0.851
27/07/2010; 289.323; 0; 0.998
28/07/2010; 246.54; 0; 0.817
29/07/2010; 193.003; 0; 0.811
30/07/2010; 155.732; 0; 0.868
31/07/2010; 136.419; 0; 0.607
01/08/2010; 131.101; 21.6; 1.088
02/08/2010; 125.01; 0; 0.927
03/08/2010; 110.731; 0; 1.097
04/08/2010; 95.264; 0; 0.638
05/08/2010; 84.407; 5.1; 0.856
06/08/2010; 82.23; 0.7; 1.056
07/08/2010; 78.656; 0; 1.1
08/08/2010; 70.354; 0; 0.997
09/08/2010; 63.09; 0; 0.952
10/08/2010; 59.271; 0; 1.202
11/08/2010; 53.13; 0; 0.851
12/08/2010; 47.276; 0; 0.793
13/08/2010; 56.78; 10.8; 1.179
14/08/2010; 69.008; 2.7; 1.215
15/08/2010; 67.011; 0.2; 0.948
16/08/2010; 61.806; 0.2; 1.291
17/08/2010; 54.942; 0; 0.928
18/08/2010; 49.001; 0; 0.725
19/08/2010; 45.015; 0; 0.803
20/08/2010; 42.256; 0; 1.076
21/08/2010; 39.043; 0; 1.198
22/08/2010; 35.938; 0; 1.061
23/08/2010; 33.434; 0; 0.853
24/08/2010; 32.454; 0; 1.04
25/08/2010; 31.007; 0; 0.832
26/08/2010; 28.658; 4.5; 1.062
27/08/2010; 28.197; 23.2; 0.989
28/08/2010; 30.531; 25; 1.079
29/08/2010; 32.454; 1.5; 1.188
30/08/2010; 31.969; 0; 1.332
31/08/2010; 31.007; 0; 0.954
01/09/2010; 32.942; 0; 1.478
02/09/2010; 59.585; 18.7; 1.179
03/09/2010; 131.981; 42.7; 1.338
04/09/2010; 160.01; 19; 0.986
05/09/2010; 163.855; 11.2; 1.367
06/09/2010; 158.579; 0; 1.788
07/09/2010; 139.563; 0; 1.493
08/09/2010; 127.606; 0; 1.605
09/09/2010; 112.373; 0; 1.448
10/09/2010; 100.31; 0; 1.542
11/09/2010; 93.353; 0.2; 1.836
12/09/2010; 99.527; 18.4; 1.314
13/09/2010; 112.373; 32.7; 1.803
14/09/2010; 126.305; 4.8; 1.918
15/09/2010; 119.887; 0; 1.762
16/09/2010; 102.28; 0; 1.73
17/09/2010; 86.607; 0; 1.612
18/09/2010; 73.765; 0; 1.318
19/09/2010; 63.09; 0; 1.65
20/09/2010; 51.343; 0; 1.605
21/09/2010; 47.848; 5.6; 1.491
22/09/2010; 73.421; 9.2; 1.483
23/09/2010; 111.551; 0; 1.981
24/09/2010; 131.101; 16.5; 1.607
25/09/2010; 176.79; 1.5; 2.088
26/09/2010; 193.003; 0; 1.62
27/09/2010; 164.338; 0; 1.745
28/09/2010; 151.036; 0; 1.81
29/09/2010; 131.101; 0.3; 1.905
30/09/2010; 110.731; 0; 2.148
01/10/2010; 95.648; 0; 1.891
02/10/2010; 81.151; 0; 2.111
03/10/2010; 68.007; 0; 1.851
04/10/2010; 61.168; 0; 1.77
05/10/2010; 49.001; 0; 1.828
06/10/2010; 45.015; 0; 1.677
07/10/2010; 39.043; 12.5; 1.919
08/10/2010; 49.001; 28.7; 1.958
09/10/2010; 87.717; 2.3; 2.253
10/10/2010; 87.346; 0; 2.238
11/10/2010; 75.497; 0; 2.01
12/10/2010; 65.365; 0; 2.11
13/10/2010; 51.343; 0; 1.85
14/10/2010; 45.295; 0.5; 2.126
15/10/2010; 42.529; 0.9; 2.297
16/10/2010; 40.102; 0; 2.178
17/10/2010; 36.448; 0; 2.104
18/10/2010; 33.681; 0; 2.572
19/10/2010; 32.454; 0; 1.96
20/10/2010; 31.007; 0; 2.103
21/10/2010; 30.769; 0; 2.334
22/10/2010; 31.007; 0; 2.328
23/10/2010; 31.727; 10.8; 2.262
24/10/2010; 32.211; 0; 2.345
25/10/2010; 31.969; 0; 2.19
26/10/2010; 31.007; 0; 2.384
27/10/2010; 30.058; 0.8; 2.255
28/10/2010; 28.427; 0; 2.493
29/10/2010; 25.501; 0; 2.625
30/10/2010; 22.921; 1.3; 2.73
31/10/2010; 22.711; 0; 2.513
01/11/2010; 21.266; 0; 2.941
02/11/2010; 19.467; 0; 2.637
03/11/2010; 16.988; 0; 2.664
04/11/2010; 15.893; 0; 2.954
05/11/2010; 18.115; 0.6; 2.819
06/11/2010; 17.736; 0; 3.231
07/11/2010; 16.437; 0; 3.394
08/11/2010; 16.073; 0; 2.942
09/11/2010; 18.497; 0; 3.065
10/11/2010; 50.754; 24.4; 3.44
11/11/2010; 64.061; 0; 3.001
12/11/2010; 48.712; 0; 3.076
13/11/2010; 39.043; 0; 3.295
14/11/2010; 31.727; 0; 2.96
15/11/2010; 28.427; 0; 3.467
16/11/2010; 25.722; 0; 3.166
17/11/2010; 30.769; 0; 3.165
18/11/2010; 31.007; 0; 3.422
19/11/2010; 27.968; 0; 3.136
20/11/2010; 27.06; 0; 3.086
21/11/2010; 19.271; 0; 3.43
22/11/2010; 24.628; 2.3; 3.222
23/11/2010; 28.197; 0; 3.544
24/11/2010; 28.197; 18.9; 3.338
25/11/2010; 56.472; 7.6; 3.326
26/11/2010; 85.138; 12.4; 3.371
27/11/2010; 80.435; 0.1; 3.638
28/11/2010; 75.845; 0; 3.163
29/11/2010; 68.34; 4.6; 3.436
30/11/2010; 78.656; 1.2; 3.452
01/12/2010; 75.149; 0; 3.562
02/12/2010; 64.386; 0; 3.735
03/12/2010; 67.342; 2.5; 3.389
04/12/2010; 69.68; 0; 3.532
05/12/2010; 59.271; 0.6; 3.581
06/12/2010; 45.295; 0.2; 3.366
07/12/2010; 38.256; 0; 3.624
08/12/2010; 32.942; 0; 3.633
09/12/2010; 29.588; 16.9; 3.895
10/12/2010; 26.611; 0; 3.416
11/12/2010; 27.513; 6.1; 3.921
12/12/2010; 27.513; 0; 3.871
13/12/2010; 27.968; 13.5; 4.036
14/12/2010; 36.193; 0; 4.209
15/12/2010; 36.704; 0; 3.632
16/12/2010; 31.486; 0; 4.056
17/12/2010; 26.165; 0; 3.6
18/12/2010; 22.921; 0; 3.938
19/12/2010; 21.675; 0; 3.914
20/12/2010; 21.881; 5.5; 4.108
21/12/2010; 21.675; 2.2; 3.819
22/12/2010; 20.059; 0; 4.11
23/12/2010; 20.86; 0; 4.073
24/12/2010; 20.458; 0; 3.732
25/12/2010; 40.904; 42.1; 3.626
26/12/2010; 62.126; 3.3; 3.672
27/12/2010; 54.942; 0; 3.779
28/12/2010; 37.477; 0; 3.826
29/12/2010; 30.294; 0; 3.94
30/12/2010; 25.722; 0; 3.852
31/12/2010; 21.063; 0; 3.58
01/01/2011; 19.271; 0; 3.736
02/01/2011; 18.115; 0; 4.009
03/01/2011; 17.36; 0; 3.631
04/01/2011; 15.893; 1; 3.743
05/01/2011; 16.254; 0.1; 4.014
06/01/2011; 20.059; 17.4; 4.05
07/01/2011; 27.74; 1.5; 3.902
08/01/2011; 33.434; 0; 3.96
09/01/2011; 32.454; 4.7; 3.781
10/01/2011; 31.007; 0; 3.752
11/01/2011; 28.197; 0; 3.881
12/01/2011; 33.929; 43.4; 3.787
13/01/2011; 45.857; 0; 3.983
14/01/2011; 45.295; 37.6; 3.884
15/01/2011; 41.173; 0; 4.052
16/01/2011; 38.518; 0; 4.025
17/01/2011; 43.626; 1.4; 4.062
18/01/2011; 67.674; 5.3; 3.767
19/01/2011; 71.71; 2.1; 3.726
20/01/2011; 65.693; 0; 4.103
21/01/2011; 54.942; 0; 3.73
22/01/2011; 47.848; 0.2; 3.882
23/01/2011; 45.015; 17.1; 3.648
24/01/2011; 43.351; 2.3; 4.173
25/01/2011; 41.173; 0; 3.647
26/01/2011; 37.218; 1.5; 3.879
27/01/2011; 39.043; 0.1; 3.471
28/01/2011; 47.848; 0; 3.766
29/01/2011; 52.532; 0; 3.521
30/01/2011; 55.247; 0; 3.33
31/01/2011; 58.02; 0; 3.825
01/02/2011; 59.9; 17.4; 3.704
02/02/2011; 57.709; 0.1; 3.221
03/02/2011; 49.001; 0; 3.522
04/02/2011; 40.102; 0; 3.463
05/02/2011; 34.426; 0; 3.393
06/02/2011; 45.015; 2.5; 3.803
07/02/2011; 97.967; 0; 2.959
08/02/2011; 92.592; 6.1; 3.25
09/02/2011; 81.51; 5.7; 2.813
10/02/2011; 111.551; 45.7; 2.979
11/02/2011; 126.738; 1.3; 3.259
12/02/2011; 128.04; 2.7; 3.14
13/02/2011; 140.015; 24.4; 3.203
14/02/2011; 145.481; 2.9; 3.198
15/02/2011; 145.481; 0; 2.924
16/02/2011; 139.563; 0; 3.5
17/02/2011; 131.101; 0; 3.325
18/02/2011; 118.2; 0; 3.097
19/02/2011; 105.066; 0; 2.849
20/02/2011; 116.104; 0; 3.013
21/02/2011; 111.551; 1.5; 3.127
22/02/2011; 95.648; 1; 3.55
23/02/2011; 97.967; 0; 2.962
24/02/2011; 103.073; 5; 3.033
25/02/2011; 101.096; 0.6; 2.927
26/02/2011; 111.141; 1.1; 2.94
27/02/2011; 130.224; 1.5; 3.066
28/02/2011; 146.401; 0; 2.896
01/03/2011; 143.193; 0; 3.02
02/03/2011; 131.541; 0; 2.533
03/03/2011; 118.2; 0; 3.048
04/03/2011; 102.676; 0; 2.715
05/03/2011; 85.138; 0; 2.976
06/03/2011; 66.351; 0; 3.026
07/03/2011; 50.754; 0; 2.735
08/03/2011; 38.518; 0; 3.151
09/03/2011; 33.188; 0; 3.054
10/03/2011; 31.007; 0; 2.845
11/03/2011; 39.571; 12.5; 2.67
12/03/2011; 42.256; 0.6; 2.265
13/03/2011; 46.423; 0; 2.338
14/03/2011; 43.903; 0; 2.723
15/03/2011; 37.218; 0; 2.867
16/03/2011; 31.246; 0; 2.681
17/03/2011; 26.835; 0; 2.754
18/03/2011; 27.968; 15.2; 2.998
19/03/2011; 32.942; 2.7; 2.826
20/03/2011; 39.571; 0; 2.608
21/03/2011; 30.531; 0; 2.691
22/03/2011; 25.943; 0; 3.054
23/03/2011; 23.768; 0; 2.445
24/03/2011; 21.675; 0; 2.402
25/03/2011; 35.431; 13.7; 2.697
26/03/2011; 53.13; 15.6; 2.797
27/03/2011; 130.224; 5.1; 2.46
28/03/2011; 140.467; 13.4; 2.569
29/03/2011; 166.277; 3.5; 2.353
30/03/2011; 181.106; 0.8; 2.624
31/03/2011; 165.791; 0; 2.538
01/04/2011; 147.323; 0.3; 2.758
02/04/2011; 133.749; 2.3; 2.358
03/04/2011; 125.873; 0; 2.269
04/04/2011; 111.551; 0; 2.423
05/04/2011; 97.192; 3.9; 2.316
06/04/2011; 85.871; 0.7; 1.962
07/04/2011; 68.34; 0; 1.952
08/04/2011; 56.165; 0; 1.775
09/04/2011; 45.576; 12.5; 1.971
10/04/2011; 36.448; 0.2; 1.712
11/04/2011; 31.486; 0; 1.724
12/04/2011; 28.658; 0; 2
13/04/2011; 24.412; 0; 2.162
14/04/2011; 41.173; 10.3; 1.689
15/04/2011; 140.015; 37.6; 2.107
16/04/2011; 155.26; 4.4; 2.22
17/04/2011; 158.103; 4.4; 1.676
18/04/2011; 161.928; 7; 2.169
19/04/2011; 156.205; 0; 1.971
20/04/2011; 146.862; 0; 2.075
21/04/2011; 137.315; 6.6; 2.052
22/04/2011; 122.011; 0; 2.067
23/04/2011; 257.702; 77.2; 2.002
24/04/2011; 366.1; 5.3; 1.35
25/04/2011; 404.437; 0; 2.206
26/04/2011; 407.096; 0; 1.753
27/04/2011; 371.047; 0; 1.819
28/04/2011; 310.51; 0; 1.937
29/04/2011; 246.54; 0; 1.316
30/04/2011; 172.552; 0; 1.924
01/05/2011; 148.711; 0.5; 1.826
02/05/2011; 117.779; 0; 1.694
03/05/2011; 119.042; 29.7; 1.449
04/05/2011; 121.159; 0; 1.566
05/05/2011; 109.1; 0.2; 1.247
06/05/2011; 88.088; 0; 1.659
07/05/2011; 71.71; 0; 1.724
08/05/2011; 58.02; 0; 1.326
09/05/2011; 44.458; 0.1; 1.64
10/05/2011; 37.218; 0; 1.162
11/05/2011; 35.684; 0; 1.283
12/05/2011; 40.636; 0; 1.21
13/05/2011; 45.576; 0.2; 1.1
14/05/2011; 45.015; 0; 1.135
15/05/2011; 39.836; 3; 1.275
16/05/2011; 45.576; 3.8; 1.116
17/05/2011; 48.423; 0; 1.104
18/05/2011; 47.848; 3.3; 1.468
19/05/2011; 45.295; 0; 1.075
20/05/2011; 41.173; 0; 1.125
21/05/2011; 37.996; 0; 1.155
22/05/2011; 34.426; 0; 1.047
23/05/2011; 32.211; 5.4; 1.263
24/05/2011; 32.698; 0.1; 1.48
25/05/2011; 30.058; 1; 1.441
26/05/2011; 29.588; 1.1; 1.133
27/05/2011; 30.058; 0.7; 1.316
28/05/2011; 30.058; 1; 1.125
29/05/2011; 30.058; 0; 0.884
30/05/2011; 29.121; 0; 0.953
31/05/2011; 28.427; 0; 0.698
01/06/2011; 26.387; 0; 0.718
02/06/2011; 25.063; 0.2; 0.53
03/06/2011; 24.412; 0; 0.896
04/06/2011; 23.343; 0; 0.996
05/06/2011; 22.294; 0; 0.66
06/06/2011; 21.47; 0; 0.68
07/06/2011; 26.387; 4.5; 0.766
08/06/2011; 59.271; 21.6; 1.167
09/06/2011; 100.703; 0; 0.951
10/06/2011; 101.096; 0; 0.496
11/06/2011; 87.346; 0; 0.824
12/06/2011; 65.693; 0; 0.588
13/06/2011; 51.048; 0; 0.444
14/06/2011; 41.713; 0; 0.429
15/06/2011; 35.179; 0; 0.728
16/06/2011; 30.769; 0; 0.904
17/06/2011; 32.454; 0; 0.896
18/06/2011; 36.193; 14.8; 0.366
19/06/2011; 34.927; 0; 0.421
20/06/2011; 37.996; 4.8; 0.523
21/06/2011; 92.592; 43.6; 0.678
22/06/2011; 134.637; 0.3; 0.627
23/06/2011; 140.467; 2.2; 0.403
24/06/2011; 145.941; 10.4; 0.839
25/06/2011; 155.732; 5.9; 0.793
26/06/2011; 166.277; 0.1; 0.685
27/06/2011; 179.659; 0; 0.586
28/06/2011; 182.563; 0; 0.52
29/06/2011; 175.369; 0; 0.873
30/06/2011; 158.103; 1.2; 0.757
01/07/2011; 140.919; 0.2; 0.88
02/07/2011; 129.348; 5; 0.961
03/07/2011; 125.873; 3.2; 0.714
04/07/2011; 122.011; 0; 0.605
05/07/2011; 111.962; 0; 0.522
06/07/2011; 103.47; 0; 0.502
07/07/2011; 91.08; 0; 0.94
08/07/2011; 77.949; 0; 0.684
09/07/2011; 70.016; 0; 1.015
10/07/2011; 60.533; 0; 0.404
11/07/2011; 52.532; 2.8; 0.813
12/07/2011; 46.706; 0; 0.508
13/07/2011; 41.173; 0.1; 0.374
14/07/2011; 81.51; 28; 0.563
15/07/2011; 205.476; 61.9; 0.681
16/07/2011; 257.702; 0; 0.544
17/07/2011; 291.392; 4.5; 0.978
18/07/2011; 314.884; 10.1; 0.529
19/07/2011; 328.281; 3.4; 0.836
20/07/2011; 339.768; 0.2; 0.861
21/07/2011; 434.408; 53.9; 0.126
22/07/2011; 531.11; 2.6; 0.412
23/07/2011; 567.811; 0; 0.789
24/07/2011; 534.371; 0.1; 0.366
25/07/2011; 474.927; 0; 0.946
26/07/2011; 401.792; 0; 0.565
27/07/2011; 314.884; 6.2; 0.76
28/07/2011; 242.901; 4.7; 0.888
29/07/2011; 193.003; 11; 0.506
30/07/2011; 232.225; 27.8; 1.246
31/07/2011; 244.715; 0; 0.458
01/08/2011; 242.901; 1.2; 0.492
02/08/2011; 232.225; 17.4; 0.777
03/08/2011; 220.22; 0.5; 0.814
04/08/2011; 203.884; 0.5; 0.655
05/08/2011; 193.003; 0; 0.912
06/08/2011; 166.277; 0; 0.994
07/08/2011; 160.489; 8.2; 0.972
08/08/2011; 172.552; 30.8; 0.614
09/08/2011; 253.94; 18.7; 1.044
10/08/2011; 295.562; 6.3; 1.218
11/08/2011; 351.555; 0; 0.77
12/08/2011; 353.948; 0; 1.19
13/08/2011; 306.183; 0; 1.208
14/08/2011; 259.599; 0; 1.094
15/08/2011; 230.481; 11.6; 1.009
16/08/2011; 205.476; 0; 1.326
17/08/2011; 166.277; 0; 0.759
18/08/2011; 153.376; 0; 0.988
19/08/2011; 138.212; 9.2; 0.904
20/08/2011; 125.01; 9.5; 1.278
21/08/2011; 119.042; 0; 1.627
22/08/2011; 116.522; 0; 1.093
23/08/2011; 108.693; 9.4; 0.954
24/08/2011; 103.47; 6.5; 0.927
25/08/2011; 99.136; 3.6; 1.274
26/08/2011; 94.88; 2.6; 1.407
27/08/2011; 89.579; 0; 1.154
28/08/2011; 85.871; 6.6; 1.482
29/08/2011; 158.103; 27.1; 1.41
30/08/2011; 242.901; 11.8; 1.04
31/08/2011; 293.471; 0.8; 1.329
01/09/2011; 328.281; 0; 1.549
02/09/2011; 319.303; 0; 1.488
03/09/2011; 281.159; 0; 1.726
04/09/2011; 232.225; 0; 1.453
05/09/2011; 185.501; 5.4; 1.504
06/09/2011; 156.205; 17.5; 1.541
07/09/2011; 136.419; 0; 1.626
08/09/2011; 122.011; 0; 1.65
09/09/2011; 111.551; 2.9; 1.563
